age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
39,private,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,50,poland,>50K
40,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50K
28,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
35,private,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,43,united-states,<=50K
35,private,12th,8,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50K
71,private,7th-8th,4,widowed,exec-managerial,not-in-family,white,male,6097,0,40,united-states,>50K
31,private,hs-grad,9,separated,other-service,not-in-family,white,male,0,0,40,united-states,<=50K
25,local-gov,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
35,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,6849,0,40,united-states,<=50K
24,private,hs-grad,9,never-married,other-service,other-relative,white,male,0,0,25,united-states,<=50K
69,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,25,united-states,<=50K
35,self-emp-not-inc,masters,14,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,40,united-states,>50K
42,private,bachelors,13,never-married,sales,not-in-family,white,male,10520,0,50,united-states,>50K
51,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
48,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,44,united-states,<=50K
49,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
53,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,2407,0,99,united-states,<=50K
43,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
53,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
36,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
34,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
48,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,>50K
37,private,some-college,10,divorced,handlers-cleaners,own-child,white,male,0,1504,40,united-states,<=50K
49,state-gov,prof-school,15,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
30,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
25,private,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
24,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,65,united-states,<=50K
29,private,hs-grad,9,never-married,craft-repair,unmarried,white,female,0,0,42,united-states,<=50K
23,private,bachelors,13,never-married,tech-support,not-in-family,black,female,0,0,45,united-states,<=50K
46,private,some-college,10,separated,sales,not-in-family,white,male,0,0,42,united-states,<=50K
20,private,some-college,10,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50K
63,private,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
40,self-emp-not-inc,masters,14,married-civ-spouse,sales,husband,white,male,3103,0,50,united-states,<=50K
33,private,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50K
24,federal-gov,some-college,10,never-married,adm-clerical,own-child,black,female,0,0,40,united-states,<=50K
36,private,some-college,10,never-married,other-service,own-child,white,male,0,0,45,united-states,<=50K
25,private,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50K
54,local-gov,9th,5,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
50,self-emp-not-inc,bachelors,13,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50K
58,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
17,private,11th,7,never-married,other-service,own-child,white,male,0,0,20,england,<=50K
40,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,>50K
20,private,hs-grad,9,separated,sales,own-child,white,female,0,0,26,united-states,<=50K
22,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50K
80,self-emp-not-inc,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,25,united-states,<=50K
52,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50K
40,federal-gov,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,7298,0,48,united-states,>50K
48,private,10th,6,separated,machine-op-inspct,own-child,white,female,0,0,48,united-states,<=50K
62,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,25,united-states,<=50K
32,private,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,0,42,united-states,>50K
21,private,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,28,united-states,<=50K
58,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
37,self-emp-not-inc,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50K
29,self-emp-inc,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50K
26,private,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
50,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
30,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
30,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,80,united-states,<=50K
59,private,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,10,united-states,<=50K
36,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
37,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,ecuador,>50K
42,private,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50K
34,private,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,45,united-states,>50K
27,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
39,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,50,united-states,>50K
41,private,assoc-voc,11,married-civ-spouse,other-service,husband,asian-pac-islander,male,7298,0,60,india,>50K
34,self-emp-not-inc,bachelors,13,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,15024,0,70,south,>50K
41,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
50,private,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
18,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,female,0,0,28,united-states,<=50K
23,private,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,15,united-states,<=50K
26,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,<=50K
38,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,7298,0,60,united-states,>50K
27,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,88,united-states,<=50K
21,private,10th,6,never-married,handlers-cleaners,not-in-family,other,male,0,0,40,dominican-republic,<=50K
42,self-emp-not-inc,assoc-acdm,12,divorced,craft-repair,own-child,amer-indian-eskimo,male,0,0,35,united-states,<=50K
25,private,10th,6,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
23,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,15,united-states,<=50K
40,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,40,united-states,>50K
23,private,some-college,10,never-married,sales,own-child,black,male,0,0,9,united-states,<=50K
18,private,11th,7,never-married,other-service,not-in-family,white,female,0,0,20,united-states,<=50K
37,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50K
58,private,9th,5,married-civ-spouse,machine-op-inspct,husband,black,male,3781,0,40,united-states,<=50K
36,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
25,private,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,7688,0,40,united-states,>50K
62,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,40,united-states,>50K
34,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,4064,0,40,united-states,<=50K
27,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,4865,0,36,united-states,<=50K
23,private,hs-grad,9,never-married,sales,own-child,white,male,0,0,35,united-states,<=50K
22,private,hs-grad,9,never-married,adm-clerical,own-child,black,female,0,0,38,united-states,<=50K
44,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,4386,0,40,united-states,>50K
42,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
25,private,assoc-acdm,12,divorced,adm-clerical,not-in-family,black,female,0,0,45,united-states,<=50K
31,private,1st-4th,2,separated,handlers-cleaners,unmarried,white,male,0,0,35,honduras,<=50K
42,private,some-college,10,divorced,craft-repair,not-in-family,white,male,0,0,38,united-states,<=50K
26,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,<=50K
62,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,1977,98,united-states,>50K
28,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,5178,0,50,united-states,>50K
34,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
51,private,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
45,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,45,united-states,>50K
44,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,>50K
47,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,10,united-states,<=50K
35,private,some-college,10,married-spouse-absent,farming-fishing,own-child,white,male,0,0,40,united-states,<=50K
46,private,assoc-acdm,12,never-married,tech-support,not-in-family,white,male,0,0,56,united-states,<=50K
46,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,53,united-states,>50K
66,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,8,united-states,>50K
34,state-gov,hs-grad,9,separated,adm-clerical,unmarried,white,female,0,0,20,united-states,<=50K
26,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
30,private,hs-grad,9,never-married,other-service,not-in-family,black,male,0,0,40,united-states,<=50K
46,private,9th,5,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50K
44,private,10th,6,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
54,private,masters,14,married-civ-spouse,sales,husband,white,male,0,0,68,united-states,>50K
54,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50K
71,private,9th,5,widowed,sales,unmarried,white,female,0,0,13,united-states,<=50K
51,private,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50K
75,private,hs-grad,9,married-af-spouse,prof-specialty,wife,white,female,2653,0,14,united-states,<=50K
57,private,11th,7,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,40,canada,<=50K
34,private,9th,5,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
40,private,bachelors,13,divorced,sales,not-in-family,white,male,14084,0,40,united-states,>50K
21,private,hs-grad,9,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50K
50,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
32,private,assoc-voc,11,never-married,craft-repair,not-in-family,white,male,0,0,44,ireland,<=50K
37,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50K
19,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,99,united-states,<=50K
64,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,30,united-states,<=50K
37,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
32,private,some-college,10,never-married,craft-repair,not-in-family,white,male,4650,0,45,united-states,<=50K
20,private,some-college,10,never-married,other-service,own-child,black,male,0,0,20,united-states,<=50K
39,self-emp-not-inc,doctorate,16,never-married,prof-specialty,not-in-family,white,male,4787,0,40,united-states,>50K
18,private,12th,8,never-married,handlers-cleaners,own-child,white,male,0,0,40,columbia,<=50K
42,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,1902,50,united-states,>50K
43,private,some-college,10,married-civ-spouse,sales,husband,white,male,3103,0,40,united-states,>50K
42,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,55,united-states,>50K
53,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,60,united-states,>50K
52,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
51,private,10th,6,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,<=50K
77,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,8,united-states,<=50K
25,private,some-college,10,never-married,sales,own-child,black,female,3418,0,30,united-states,<=50K
38,local-gov,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50K
23,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,30,united-states,<=50K
27,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
19,private,11th,7,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
41,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
47,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,<=50K
72,private,bachelors,13,separated,prof-specialty,not-in-family,white,female,991,0,7,united-states,<=50K
42,private,masters,14,never-married,exec-managerial,not-in-family,white,female,4650,0,40,united-states,<=50K
42,self-emp-inc,masters,14,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,>50K
29,private,1st-4th,2,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
42,private,prof-school,15,married-civ-spouse,exec-managerial,husband,white,male,15024,0,40,united-states,>50K
41,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,>50K
29,private,hs-grad,9,never-married,protective-serv,not-in-family,asian-pac-islander,male,0,0,40,philippines,<=50K
36,private,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
78,self-emp-inc,hs-grad,9,widowed,sales,not-in-family,white,male,0,0,45,united-states,>50K
43,private,assoc-voc,11,married-civ-spouse,tech-support,wife,white,female,0,1902,32,united-states,>50K
34,state-gov,some-college,10,separated,exec-managerial,own-child,white,female,0,0,40,united-states,<=50K
24,private,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
36,federal-gov,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50K
49,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,44,united-states,<=50K
21,private,9th,5,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50K
51,private,assoc-acdm,12,separated,other-service,not-in-family,black,female,0,0,40,united-states,<=50K
30,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50K
37,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
30,private,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
20,private,some-college,10,never-married,prof-specialty,other-relative,black,male,34095,0,10,united-states,<=50K
24,local-gov,hs-grad,9,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50K
32,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,42,united-states,>50K
36,private,some-college,10,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50K
30,private,11th,7,married-spouse-absent,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50K
60,state-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
56,local-gov,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
57,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
61,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50K
56,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,united-states,<=50K
61,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,1902,35,united-states,>50K
45,private,masters,14,divorced,exec-managerial,unmarried,white,male,7430,0,70,united-states,>50K
31,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,5178,0,40,united-states,>50K
60,self-emp-not-inc,hs-grad,9,never-married,exec-managerial,not-in-family,black,male,0,2559,50,united-states,>50K
26,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
56,self-emp-not-inc,11th,7,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,<=50K
45,private,11th,7,widowed,other-service,unmarried,white,female,0,0,40,united-states,<=50K
28,private,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,male,0,0,65,united-states,>50K
45,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50K
58,private,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
38,private,assoc-voc,11,never-married,tech-support,not-in-family,white,female,2354,0,40,united-states,<=50K
23,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50K
23,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,3908,0,40,united-states,<=50K
40,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50K
55,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
34,state-gov,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
21,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50K
28,private,hs-grad,9,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
43,federal-gov,bachelors,13,married-spouse-absent,tech-support,not-in-family,asian-pac-islander,male,0,0,40,united-states,<=50K
17,private,9th,5,never-married,transport-moving,not-in-family,white,male,0,0,20,united-states,<=50K
51,self-emp-not-inc,10th,6,widowed,transport-moving,other-relative,white,female,0,0,40,united-states,<=50K
37,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
54,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50K
24,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,30,united-states,<=50K
48,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,female,2174,0,40,united-states,<=50K
23,private,assoc-voc,11,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
24,private,hs-grad,9,never-married,priv-house-serv,not-in-family,white,female,0,0,45,england,<=50K
24,private,assoc-voc,11,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50K
50,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,3411,0,40,united-states,<=50K
34,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
36,private,11th,7,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
33,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
21,private,hs-grad,9,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50K
22,private,5th-6th,3,never-married,farming-fishing,other-relative,white,male,0,0,40,mexico,<=50K
53,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
47,private,hs-grad,9,married-civ-spouse,protective-serv,wife,black,female,0,0,40,united-states,<=50K
25,private,some-college,10,never-married,prof-specialty,not-in-family,amer-indian-eskimo,female,0,0,20,united-states,<=50K
30,private,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,20,united-states,<=50K
49,private,hs-grad,9,widowed,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50K
23,private,some-college,10,never-married,sales,own-child,white,male,0,0,40,united-states,<=50K
40,private,10th,6,separated,transport-moving,own-child,white,male,0,0,35,united-states,<=50K
45,local-gov,assoc-acdm,12,divorced,tech-support,own-child,white,male,0,0,40,united-states,<=50K
61,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,<=50K
35,private,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,55,united-states,<=50K
27,private,10th,6,never-married,adm-clerical,own-child,white,male,0,0,60,united-states,<=50K
65,local-gov,some-college,10,widowed,adm-clerical,not-in-family,white,female,0,0,35,united-states,<=50K
49,private,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,1977,50,south,>50K
45,private,bachelors,13,divorced,adm-clerical,unmarried,white,female,0,0,40,germany,<=50K
46,private,masters,14,divorced,exec-managerial,unmarried,white,female,0,323,45,united-states,<=50K
67,private,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,32,united-states,<=50K
40,private,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50K
51,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50K
44,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,2415,50,united-states,>50K
35,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50K
28,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
44,private,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,female,0,0,48,united-states,<=50K
54,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50K
33,federal-gov,prof-school,15,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50K
46,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
45,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,4386,0,40,united-states,<=50K
27,private,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,male,3325,0,40,united-states,<=50K
49,private,masters,14,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50K
51,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,45,united-states,<=50K
59,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,>50K
24,private,some-college,10,never-married,sales,own-child,white,female,0,0,15,united-states,<=50K
66,private,assoc-voc,11,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
31,private,hs-grad,9,never-married,other-service,own-child,white,female,0,0,38,united-states,<=50K
35,federal-gov,doctorate,16,never-married,prof-specialty,not-in-family,amer-indian-eskimo,female,0,0,60,united-states,>50K
34,private,bachelors,13,married-civ-spouse,other-service,wife,asian-pac-islander,female,7688,0,50,philippines,>50K
50,private,some-college,10,married-civ-spouse,protective-serv,husband,black,male,0,0,70,united-states,>50K
43,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
21,private,9th,5,never-married,craft-repair,own-child,white,male,0,0,30,el-salvador,<=50K
33,private,9th,5,never-married,other-service,not-in-family,white,male,0,0,45,el-salvador,<=50K
48,private,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,1590,38,united-states,<=50K
22,private,hs-grad,9,never-married,priv-house-serv,own-child,white,female,0,0,36,united-states,<=50K
29,private,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,japan,<=50K
42,self-emp-not-inc,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
28,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,hungary,<=50K
36,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,female,0,0,38,united-states,<=50K
66,local-gov,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,25,united-states,<=50K
44,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,20,united-states,<=50K
45,local-gov,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
49,private,hs-grad,9,divorced,other-service,own-child,black,female,0,0,40,united-states,<=50K
36,private,bachelors,13,divorced,prof-specialty,unmarried,white,female,0,0,45,el-salvador,<=50K
48,private,11th,7,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,60,united-states,<=50K
36,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50K
41,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
32,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
51,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50K
20,private,some-college,10,divorced,other-service,own-child,white,female,0,0,29,united-states,<=50K
39,private,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
38,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
29,local-gov,bachelors,13,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
52,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,40,united-states,>50K
22,private,assoc-voc,11,never-married,craft-repair,not-in-family,white,male,0,0,44,united-states,<=50K
44,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,80,united-states,<=50K
43,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
41,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,3942,0,40,united-states,<=50K
40,private,assoc-voc,11,separated,sales,not-in-family,black,male,0,0,44,united-states,<=50K
40,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,30,canada,<=50K
18,private,11th,7,never-married,sales,own-child,white,female,0,0,15,united-states,<=50K
57,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,50,taiwan,>50K
54,local-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,philippines,>50K
44,private,bachelors,13,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
20,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,30,united-states,<=50K
40,private,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,40,scotland,<=50K
29,private,some-college,10,never-married,transport-moving,unmarried,white,male,0,0,40,united-states,<=50K
22,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
44,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,5178,0,40,united-states,>50K
45,private,some-college,10,divorced,sales,own-child,white,male,0,0,45,united-states,<=50K
52,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
57,private,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,2174,0,40,cuba,<=50K
51,local-gov,hs-grad,9,divorced,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,bachelors,13,never-married,sales,own-child,black,male,0,0,10,united-states,<=50K
22,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,0,0,44,united-states,<=50K
37,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,>50K
